Timestamp,Eye_R,Eye_G,Eye_B,Eye_Hex,Lips_R,Lips_G,Lips_B,Lips_Hex,Cheek_R,Cheek_G,Cheek_B,Cheek_Hex,Hair_R,Hair_G,Hair_B,Hair_Hex
2025-04-05 14:32:55,36,34,32,#242220,161,99,86,#A16356,211,140,117,#D38C75,67,50,41,#433229
2025-04-05 14:32:55,36,31,32,#241F20,163,101,90,#A3655A,209,140,117,#D18C75,65,50,42,#41322A
2025-04-05 14:32:55,33,27,30,#211B1E,160,104,87,#A06857,209,139,116,#D18B74,67,50,44,#43322C
2025-04-05 14:32:55,33,34,34,#212222,159,103,89,#9F6759,208,137,114,#D08972,69,52,42,#45342A
2025-04-05 14:32:55,33,29,32,#211D20,164,106,96,#A46A60,209,138,114,#D18A72,67,50,40,#433228
2025-04-05 14:32:55,32,32,33,#202021,163,103,88,#A36758,208,138,114,#D08A72,66,50,40,#423228
2025-04-05 14:32:55,37,32,33,#252021,163,102,93,#A3665D,206,137,114,#CE8972,65,50,40,#413228
2025-04-05 14:32:55,38,34,34,#262222,162,101,89,#A26559,209,139,116,#D18B74,67,48,41,#433029
2025-04-05 14:32:55,35,30,31,#231E1F,165,106,96,#A56A60,207,139,115,#CF8B73,70,51,43,#46332B
2025-04-05 14:32:55,36,30,31,#241E1F,162,102,90,#A2665A,209,140,117,#D18C75,71,50,41,#473229
2025-04-05 14:32:55,34,30,32,#221E20,160,103,92,#A0675C,207,138,116,#CF8A74,69,49,41,#453129
2025-04-05 14:32:55,34,32,34,#222022,158,100,86,#9E6456,208,139,116,#D08B74,68,49,43,#44312B
2025-04-05 14:32:55,33,31,34,#211F22,159,103,89,#9F6759,206,137,115,#CE8973,70,50,45,#46322D
2025-04-05 14:32:55,33,30,33,#211E21,163,103,91,#A3675B,207,139,116,#CF8B74,71,51,44,#47332C
2025-04-05 14:32:55,33,29,33,#211D21,161,100,88,#A16458,207,139,116,#CF8B74,70,50,42,#46322A
2025-04-05 14:32:55,35,30,33,#231E21,163,100,91,#A3645B,207,139,116,#CF8B74,69,50,45,#45322D
2025-04-05 14:32:55,37,32,38,#252026,163,99,92,#A3635C,208,140,113,#D08C71,72,52,42,#48342A
2025-04-05 14:32:56,35,33,33,#232121,155,104,86,#9B6856,211,145,115,#D39173,70,49,43,#46312B
2025-04-05 14:32:56,35,33,34,#232122,113,83,83,#715353,216,152,122,#D8987A,69,50,42,#45322A
2025-04-05 14:32:56,37,30,34,#251E22,96,41,41,#602929,220,155,126,#DC9B7E,72,54,44,#48362C
2025-04-05 14:32:56,33,29,30,#211D1E,114,54,54,#723636,224,160,130,#E0A082,68,55,47,#44372F
2025-04-05 14:32:56,36,33,32,#242120,109,52,53,#6D3435,224,162,131,#E0A283,76,54,44,#4C362C
2025-04-05 14:32:56,32,34,34,#202222,110,49,49,#6E3131,224,161,131,#E0A183,74,53,43,#4A352B
2025-04-05 14:32:56,34,30,30,#221E1E,109,51,53,#6D3335,223,161,130,#DFA182,72,52,43,#48342B
2025-04-05 14:32:56,35,31,29,#231F1D,106,48,53,#6A3035,224,161,132,#E0A184,75,54,42,#4B362A
